zipcode,DealerName,Address,Link,city,state,county_name,Latitude,IV_link,Longitude
63901,Baldwin Toyota,"801 S. Westwood Blvd., Poplar Bluff, Missouri 63901",http://www.baldwintoyotaofpoplarbluff.com,Poplar Bluff,MO,Butler County,NA,http://baldwintoyotaofpoplarbluff.com/Poplar-Bluff-MO/For-Sale/New/,NA
64086,Adams Toyota Lee's Summit,"501 N.E. Colbern Road, Lee's Summit, Missouri 64086",http://www.adamstoyota.com,Lees Summit,MO,Jackson County,NA,http://www.adamstoyota.com/search/new/tp/,NA
64114,"Molle Toyota, Inc.","601 West 103rd Street, Kansas City, Missouri 64114",http://www.molletoyota.com,Kansas City,MO,Jackson County,NA,http://molletoyota.com/Kansas-City-MO/For-Sale/New/,NA
64153,Jay Wolfe Toyota,"9650 NW Prairie View Road, Kansas City, Missouri 64153",http://www.jaywolfetoyota.com,Kansas City,MO,Platte County,NA,http://www.jaywolfetoyota.com/new-inventory/index.htm,NA
64506,Rolling Hills Toyota,"1617 Cross Street, St. Joseph, Missouri 64506",http://www.rollinghillstoyota.com,Saint Joseph,MO,Buchanan County,NA,http://www.rollinghillstoyota.com/search/new/tp/,NA
64804,Frank Fletcher Toyota,"2209 S. Rangeline Road, Joplin, Missouri 64804",http://www.fletcher-toyota.com,Joplin,MO,Newton County,NA,http://www.fletcher-toyota.com/new-inventory/index.htm,NA
65101,Riley Toyota,"2105 Christy Drive, Jefferson City, Missouri 65101",http://www.rileytoyota.com,Jefferson City,MO,Cole County,NA,http://www.rileytoyota.com/search/new/tp/,NA
65202,Joe Machens Toyota,"1180 Vandiver Drive, Columbia, Missouri 65202",http://www.joemachenstoyota.com,Columbia,MO,Boone County,NA,http://joemachenstoyota.com/Columbia-Missouri/For-Sale/New/,NA
65301,McCarthy Toyota of Sedalia,"3110 W Broadway, Sedalia, Missouri 65301",http://www.mccarthytoyotaofsedalia.com,Sedalia,MO,Pettis County,NA,http://www.mccarthytoyotaofsedalia.com/new-inventory/index.htm,NA
65584,Seeger Toyota of St. Robert,"169 St. Robert Blvd., St. Robert, Missouri 65584",http://www.seegertoyota.net,St. Robert,MO,Pulaski County,NA,http://seegertoyota.net/St-Robert/For-Sale/New/,NA
65775,Toyota of West Plains,"1902 Porter Wagoner Blvd., West Plains, Missouri 65775",http://www.toyotaofwestplains.com,West Plains,MO,Howell County,NA,http://toyotaofwestplains.com/West-Plains-MO/For-Sale/New/,NA
65809,Reliable Toyota,"3521 East Sunshine, Springfield, Missouri 65809",http://www.reliabletoyotamo.com,Springfield,MO,Greene County,NA,NA,NA
66046,Crown Toyota,"3430 S. Iowa Street, Lawrence, Kansas 66046",http://www.crowntoyotaoflawrence.com,Lawrence,KS,Douglas County,NA,http://www.crowntoyotaoflawrence.com/search/new/tp/,NA
66061,Olathe Toyota,"685 N. Rawhide, Olathe, Kansas 66061",http://www.olathetoyota.com,Olathe,KS,Johnson County,NA,http://olathetoyota.com/Kansas-City-MO/For-Sale/New/,NA
66109,Legends Toyota,"10100 Parallel Parkway, Kansas City, Kansas 66109",http://www.LegendsToyota.com,Kansas City,KS,Wyandotte County,NA,http://www.legendstoyota.com/new-inventory/index.htm,NA
66203,Hendrick Toyota Merriam,"9505 W. 67th Street, Merriam, Kansas 66203",http://www.hendricktoyotamerriam.com,Shawnee Mission,KS,Johnson County,NA,http://www.hendricktoyotamerriam.com/new-inventory/index.htm,NA
66502,Little Apple Toyota,"2828 Amherst Avenue, Manhattan, Kansas 66502",http://littleappletoyota.net,Manhattan,KS,Riley County,NA,http://littleappletoyota.net/Manhattan-Kansas/For-Sale/New/,NA
66614,Lewis Toyota,"2951 S.W. Fairlawn Road, Topeka, Kansas 66614",http://www.lewistoyota.com,Topeka,KS,Shawnee County,NA,http://lewistoyota.com/Topeka-Kansas/For-Sale/New/,NA
66701,Shepherd Toyota,"1819 South Main Street, Ft Scott, Kansas 66701",http://www.shepherd-toyota.com,Fort Scott,KS,Bourbon County,NA,http://shepherd-toyota.com/VehicleSearchResults?search=new,NA
66801,Clint Bowyer Toyota,"2815 West Highway 50, Emporia, Kansas 66801",http://clintbowyertoyota.com,Emporia,KS,Lyon County,NA,http://clintbowyertoyota.com/Emporia-Kansas/For-Sale/New/,NA
67207,Eddy's Toyota of Wichita,"7333 East Kellogg, Wichita, Kansas 67207",http://www.eddystoyota.com,Wichita,KS,Sedgwick County,NA,http://www.eddystoyota.com/new-inventory/index.htm,NA
67301,Quality Toyota of Independence,"2101 West Main Street, Independence, Kansas 67301",http://www.quality-toyota.com,Independence,KS,Montgomery County,NA,http://quality-toyota.com/Independence-Kansas/For-Sale/New/,NA
67401,Conklin Toyota Salina,"2700 South 9th Street, Salina, Kansas 67401",http://www.Conklintoyotasalina.com,Salina,KS,Saline County,NA,http://conklintoyotasalina.com/Salina-Kansas/For-Sale/New/,NA
67502,Midwest Toyota,"1100 E. 30th Avenue, Hutchinson, Kansas 67502",http://www.midwesttoyotadealer.com,Hutchinson,KS,Reno County,NA,http://www.midwesttoyotadealer.com/new-inventory/index.htm,NA
67601,Lewis Toyota of Hays,"4440 Vine Street, Hays, Kansas 67601",http://www.lewistoyotaofhays.com,Hays,KS,Ellis County,NA,http://www.lewistoyotaofhays.com/new-inventory/index.htm,NA
67801,Lewis Toyota of Dodge City,"907 S 2nd Street, Dodge City, Kansas 67801",http://www.lewistoyotaofdodgecity.com,Dodge City,KS,Ford County,NA,http://www.lewistoyotaofdodgecity.com/new-inventory/index.htm,NA
67846,Lewis Toyota of Garden City,"1903 E. Hwy 50, Garden City, Kansas 67846",http://www.lewistoyotaofgardencity.com,Garden City,KS,Finney County,NA,http://www.lewistoyotaofgardencity.com/new-inventory/index.htm,NA
68005,Corwin Toyota-Scion of Bellevue,"608 Fort Crook Road North, Bellevue, Nebraska 68005",http://www.corwintoyotaofbellevue.com,Bellevue,NE,Sarpy County,NA,http://www.corwintoyotaofbellevue.com/new-inventory/index.htm,NA
68022,Village Pointe Toyota-Scion,"18201 Cuming Street, Omaha, Nebraska 68022",http://www.villagepointetoyota.com,Elkhorn,NE,Douglas County,NA,NA,NA
68128,Performance Toyota-Scion of La Vista,"7204 S. 124th Circle, La Vista, Nebraska 68128",http://www.toyotaoflavista.com,La Vista,NE,Sarpy County,NA,http://www.toyotaoflavista.com/new-inventory/index.htm,NA
68521,Performance Toyota-Scion of Lincoln,"6320 Telluride, Lincoln, Nebraska 68521",http://www.toyotaoflincoln.com,Lincoln,NE,Lancaster County,NA,http://www.toyotaoflincoln.com/new-inventory/index.htm,NA
68601,Ernst Toyota,"815 East 23rd Street, Columbus, Nebraska 68601",http://www.ernsttoyota.com,Columbus,NE,Platte County,NA,http://ernsttoyota.com/Columbus-Nebraska/For-Sale/New/,NA
68803,Cornhusker Toyota,"3510 Kaufman, Grand Island, Nebraska 68803",http://www.cornhuskertoyota.com,Grand Island,NE,Hall County,NA,http://cornhuskertoyota.com/Grand-Island-NE/For-Sale/New/,NA
69001,Wagner Toyota,"211 West 2nd Street, McCook, Nebraska 69001",http://wagner-toyota.com,McCook,NE,Red Willow County,NA,http://wagner-toyota.com/McCook-Nebraska/For-Sale/New/,NA
69103,Premier Toyota,"2600 S Willow & I-80, North Platte, Nebraska 69103",http://www.premierautoplex.com,North Platte,NE,Lincoln County,NA,http://premierautoplex.com/North-Platte-NE/For-Sale/New/,NA
69361,Team Toyota,"2014 E. 20th Place, Scottsbluff, Nebraska 69361",http://www.teamtoyotascottsbluff.com,Scottsbluff,NE,Scotts Bluff County,NA,http://www.teamtoyotascottsbluff.com/inventory/view/New/,NA
70002,Lakeside Toyota,"3701 North Causeway Blvd., Metairie, Louisiana 70002",http://www.lakesidetoyota.com,Metairie,LA,Jefferson Parish,NA,http://www.lakesidetoyota.com/new-inventory/index.htm,NA
70058,Bohn Brothers Toyota,"3611 Lapalco Blvd., Harvey, Louisiana 70058",http://www.bohnbrotherstoyota.com,Harvey,LA,Jefferson Parish,NA,http://www.bohnbrotherstoyota.com/new-inventory/index.htm,NA
70062,Ray Brandt Toyota,"2460 Veterans Memorial Bl, Kenner, Louisiana 70062",http://www.raybrandttoyota.com,Kenner,LA,Jefferson Parish,NA,http://www.raybrandttoyota.com/new-inventory/index.htm,NA
70128,Toyota of New Orleans,"13150 I-10 Service Road, New Orleans, Louisiana 70128",http://www.toyotaofneworleans.com,New Orleans,LA,Orleans Parish,NA,http://www.toyotaofneworleans.com/new-inventory/,NA
70360,Greg Leblanc Toyota,"220 S. Hollywood Road, Houma, Louisiana 70360",http://www.gregleblanctoyota.com,Houma,LA,Terrebonne Parish,NA,http://www.gregleblanctoyota.com/new-inventory/index.htm,NA
70380,Courtesy Toyota,"1105 Brashear Avenue, Morgan City, Louisiana 70380",http://www.courtesytoyotaofmorgancity.com,Morgan City,LA,St. Mary Parish,NA,http://www.courtesytoyotaofmorgancity.com/new-inventory/index.htm,NA
70403,Supreme Toyota of Hammond,"1415 South Morrison Blvd, Hammond, Louisiana 70403",http://www.supremetoyota.com,Hammond,LA,Tangipahoa Parish,NA,http://www.supremetoyota.com/new-inventory/index.htm,NA
70433,Northshore Toyota,"68500 Hwy 190 Service Rd., Covington, Louisiana 70433",http://www.northshoretoyota.com,Covington,LA,St. Tammany Parish,NA,http://www.northshoretoyota.com/new-inventory/index.htm,NA
70461,Toyota of Slidell,"300 E. Howze Beach Road, Slidell, Louisiana 70461",http://www.toyotaofslidell.com,Slidell,LA,St. Tammany Parish,NA,http://www.toyotaofslidell.com/new-inventory/index.htm,NA
70503,Hampton Toyota,"6191 Johnston Street, Lafayette, Louisiana 70503",http://www.hamptontoyota.com,Lafayette,LA,Lafayette Parish,NA,http://www.hamptontoyota.com/new-inventory/index.htm,NA
70546,Bubba Oustalet Toyota,"246 North Broadway, Jennings, Louisiana 70546",http://www.oustalettoyota.com,Jennings,LA,Jefferson Davis Parish,NA,http://www.oustalettoyota.com/new-inventory/index.htm,NA
70560,Musson-Patout Toyota,"208 West Hwy 90 Frontage Rd, New Iberia, Louisiana 70560",http://www.mussonpatouttoyota.com,New Iberia,LA,Iberia Parish,NA,http://www.mussonpatouttoyota.com/new-inventory/index.htm,NA
70570,Courvelle Toyota,"4127 I-49 So. Service Rd, Opelousas, Louisiana 70570",http://www.courvelletoyota.com,Opelousas,LA,St. Landry Parish,NA,NA,NA
70607,Lake Charles Toyota,"3905 Gerstner Memorial Dr, Lake Charles, Louisiana 70607",http://www.lakecharlestoyota.com,Lake Charles,LA,Calcasieu Parish,NA,http://www.lakecharlestoyota.com/new-inventory/index.htm,NA
70815,All Star Toyota of Baton Rouge,"9150 Airline Highway, Baton Rouge, Louisiana 70815",http://www.allstartoyotaofbatonrouge.com,Baton Rouge,LA,East Baton Rouge Parish,NA,http://www.allstartoyotaofbatonrouge.com/new-inventory/index.htm,NA
70816,Team Toyota,"1788 O'Neal Lane, Baton Rouge, Louisiana 70816",http://www.team-toyota.com,Baton Rouge,LA,East Baton Rouge Parish,NA,http://www.team-toyota.com/new-inventory/index.htm,NA
70817,Price LeBlanc Toyota,"13250 Airline Highway, Baton Rouge, Louisiana 70817",http://www.priceleblanctoyota.com,Baton Rouge,LA,East Baton Rouge Parish,NA,http://www.priceleblanctoyota.com/new-inventory/index.htm,NA
71105,Yokem Toyota,"1199 E. Bert Kouns, Shreveport, Louisiana 71105",http://www.yokemtoyota.com,Shreveport,LA,Caddo Parish,NA,http://www.yokemtoyota.com/new-inventory/index.htm,NA
71111,John Harvey Toyota,"2901 Benton Road, Bossier City, Louisiana 71111",http://www.johnharveytoyota.com,Bossier City,LA,Bossier Parish,NA,http://www.johnharveytoyota.com/new-inventory/index.htm,NA
71201,Van-Trow Toyota,"2015 Louisville, Monroe, Louisiana 71201",http://www.vantrowtoyota.com,Monroe,LA,Ouachita Parish,NA,http://www.vantrowtoyota.com/new-inventory/index.htm,NA
71220,Toyota of Bastrop,"2329 East Madison Avenue, Bastrop, Louisiana 71220",http://www.toyotaofbastrop.com,Bastrop,LA,Morehouse Parish,NA,http://www.toyotaofbastrop.com/inventory,NA
71270,Ronnie Ward Toyota of Ruston,"1001 N. Service Road East, Ruston, Louisiana 71270",http://www.ronniewardtoyotaofruston.com,Ruston,LA,Lincoln Parish,NA,http://www.ronniewardtoyotaofruston.com/new-inventory/index.htm,NA
71303,Walker Toyota,"5735 Coliseum Blvd., Alexandria, Louisiana 71303",http://www.walker-toyota.com,Alexandria,LA,Rapides Parish,NA,http://www.walker-toyota.com/new-inventory/index.htm,NA
71446,Hixson Toyota,"11981 Lake Charles Highway, Leesville, Louisiana 71446",http://www.hixsontoyota.com,Leesville,LA,Vernon Parish,NA,http://www.hixsontoyota.com/new-inventory/index.htm,NA
71601,Trotter Toyota,"3010 Auto Drive, Pine Bluff, Arkansas 71601",http://www.trottertoyota.com,Pine Bluff,AR,Jefferson County,NA,http://www.trottertoyota.com/new-inventory/index.htm,NA
71655,Ryburn Toyota,"156 Highway 425 South, Monticello, Arkansas 71655",http://www.ryburntoyota.com,Monticello,AR,Drew County,NA,http://www.ryburntoyota.com/new-inventory/index.htm,NA
71730,"Teague Chevrolet Toyota, Inc.","1830 West Hillsboro, El Dorado, Arkansas 71730",http://www.teaguetoyota.com,El Dorado,AR,Union County,NA,http://teaguetoyota.com/El-Dorado-Arkansas/For-Sale/New/,NA
71913,Gregg Orr Toyota,"4709 Central Avenue, Hot Springs, Arkansas 71913",http://www.orrtoyota.com,Hot Springs National Park,AR,Garland County,NA,http://www.orrtoyota.com/new-inventory/index.htm,NA
72032,Caldwell Toyota,"1355 Exchange Avenue, Conway, Arkansas 72032",http://www.caldwell-toyota.com,Conway,AR,Faulkner County,NA,http://www.caldwell-toyota.com/new-inventory/index.htm,NA
72117,North Point Toyota,"4336 Landers Road, North Little Rock, Arkansas 72117",http://www.northpointtoyota.com,North Little Rock,AR,Pulaski County,NA,NA,NA
72143,Orr Toyota,"301 S. Poplar Street, Searcy, Arkansas 72143",http://www.orrtoyotaofsearcy.com,Searcy,AR,White County,NA,http://orrtoyotaofsearcy.com/Searcy-Arkansas/For-Sale/New/,NA
72204,Steve Landers Toyota,"10825 Colonel Glenn Road, Little Rock, Arkansas 72204",http://www.stevelanderstoyota.com,Little Rock,AR,Pulaski County,NA,http://www.stevelanderstoyota.com/new-inventory/index.htm,NA
72342,West-Hornor Toyota,"316 Perry Street, Helena, Arkansas 72342",http://www.westhornortoyota.com,Helena,AR,Phillips County,NA,http://www.westhornortoyota.com/new-inventory/index.htm,NA
72396,Ross Ford-Toyota,"1903 North Falls Blvd., Wynne, Arkansas 72396",http://www.rosstoyota.com,Wynne,AR,Cross County,NA,http://www.rosstoyota.com/new-inventory/index.htm,NA
72404,Central Toyota,"3305 Stadium Blvd., Jonesboro, Arkansas 72404",http://www.centraltoyota.com,Jonesboro,AR,Craighead County,NA,http://www.centraltoyota.com/new-inventory/index.htm,NA
72601,Magness Toyota,"1407 Highway 62-65 412 NO, Harrison, Arkansas 72601",http://www.magnesstoyota.com,Harrison,AR,Boone County,NA,http://www.magnesstoyota.com/new-inventory/index.htm,NA
72704,Toyota of Fayetteville,"1352 W. Showroom Drive, Fayetteville, Arkansas 72704",http://www.toyotaoffayetteville.com,Fayetteville,AR,Washington County,NA,http://www.toyotaoffayetteville.com/new-cars/,NA
72758,Toyota of Northwest Arkansas,"411 South Metro Parkway, Rogers, Arkansas 72758",http://www.toyotaofnorthwestarkansas.com,Rogers,AR,Benton County,NA,http://www.toyotaofnorthwestarkansas.com/new-inventory/index.htm,NA
72802,"Phil Wright Toyota, Co.","3200 East Main Street, Russellville, Arkansas 72802",http://www.philwrighttoyota.com,Russellville,AR,Pope County,NA,http://www.philwrighttoyota.com/new-inventory/index.htm,NA
72908,J. Pauley Toyota,"6200 South 36th Street, Fort Smith, Arkansas 72908",http://www.jpauleytoyota.com,Fort Smith,AR,Sebastian County,NA,http://www.jpauleytoyota.com/new-toyota-fort-smith-ar,NA
73072,Fowler Toyota,"4050 N. Interstate Drive, Norman, Oklahoma 73072",http://www.fowlertoyota.com,Norman,OK,Cleveland County,NA,http://www.fowlertoyota.com/searchnew.aspx,NA
73110,Hudiburg Toyota,"5800 Tinker Diagonal, Midwest City, Oklahoma 73110",http://www.hudiburgtoyota.com,Oklahoma City,OK,Oklahoma County,NA,http://www.hudiburgtoyota.com/new-inventory/index.htm,NA
73131,Bob Howard Toyota,"12929 North Kelley Avenue, Oklahoma City, Oklahoma 73131",http://www.bobhowardtoyota.com,Oklahoma City,OK,Oklahoma County,NA,http://www.bobhowardtoyota.com/new-inventory/index.htm,NA
73162,Jim Norton Toyota of Oklahoma City,"8401 Northwest Expressway, Oklahoma City, Oklahoma 73162",http://www.jimnortontoyotaokc.com,Oklahoma City,OK,Oklahoma County,NA,http://www.jimnortontoyotaokc.com/new-inventory/index.htm,NA
73401,Toyota of Ardmore,"402 Holiday Drive, Ardmore, Oklahoma 73401",http://www.toyotaofardmore.com,Ardmore,OK,Carter County,NA,http://www.toyotaofardmore.com/new-inventory/index.htm,NA
73505,Toyota of Lawton,"7110 NW Quanah Parker Trailway, Lawton, Oklahoma 73505",http://www.lawtontoyota.com,Lawton,OK,Comanche County,NA,http://www.lawtontoyota.com/new-inventory/index.htm,NA
73521,Putnam Toyota,"2600 E. Broadway, Altus, Oklahoma 73521",http://www.putnamtoyotaaltus.com,Altus,OK,Jackson County,NA,http://www.putnamtoyotaaltus.com/new-inventory/index.htm,NA
73703,Northcutt Toyota,"3201 W. Owen K. Garriott Road, Enid, Oklahoma 73703",http://www.northcutttoyota.com,Enid,OK,Garfield County,NA,http://www.northcutttoyota.com/new-inventory/index.htm,NA
74006,Doenges Toyota Ford-Lincoln-Mercury,"1911 SE Washington Blvd, Bartlesville, Oklahoma 74006",http://www.doengestoyota.com,Bartlesville,OK,Washington County,NA,http://doengestoyota.com/Bartlesville-OK/For-Sale/New/,NA
74074,Janzen Toyota,"4900 West 6th Street, Stillwater, Oklahoma 74074",http://www.janzentoyota.com,Stillwater,OK,Payne County,NA,http://www.janzentoyota.com/new-inventory/index.htm,NA
74133,Jim Norton Toyota,"9809 South Memorial Drive, Tulsa, Oklahoma 74133",http://www.jimnortontoyota.com,Tulsa,OK,Tulsa County,NA,http://www.jimnortontoyota.com/inventory,NA
74145,Fowler Toyota of Tulsa,"6868 East BA Frontage Rd, Tulsa, Oklahoma 74145",http://www.fowlertoyotatulsa.com,Tulsa,OK,Tulsa County,NA,http://www.fowlertoyotatulsa.com/searchnew.aspx,NA
74401,James Hodge Toyota,"2314 West Shawnee, Muskogee, Oklahoma 74401",http://www.hodgetoyota.com,Muskogee,OK,Muskogee County,NA,http://www.hodgetoyota.com/new-inventory/index.htm,NA
75020,Classic Toyota Denison,"1920 U.S. Highway 75 North, Denison, Texas 75020",http://www.classictoyotadenison.com,Denison,TX,Grayson County,NA,NA,NA
75062,Toyota of Irving,"1999 West Airport Frwy., Irving, Texas 75062",http://www.toyotaofirving.com,Irving,TX,Dallas County,NA,http://www.toyotaofirving.com/search/new/tp/,NA
75067,Lone Star Toyota of Lewisville,"1547 S. Stemmons Frwy., Lewisville, Texas 75067",http://www.lonestartoyotaoflewisville.com,Lewisville,TX,Denton County,NA,http://www.lonestartoyotaoflewisville.com/new-inventory/index.htm,NA
75070,Pat Lobb Toyota of McKinney,"3350 S. Central Expresswy, McKinney, Texas 75070",http://www.toyotaofmckinney.com,McKinney,TX,Collin County,NA,http://www.toyotaofmckinney.com/new-inventory/index.htm,NA
75080,Toyota of Richardson,"1221 N Central Expressway, Richardson, Texas 75080",http://www.toyotaofrichardson.com,Richardson,TX,Dallas County,NA,http://www.toyotaofrichardson.com/new-inventory/index.htm,NA
75087,Toyota of Rockwall,"1250 East I30, Rockwall, Texas 75087",http://www.toyotaofrockwall.com,Rockwall,TX,Rockwall County,NA,http://www.toyotaofrockwall.com/new-inventory/index.htm,NA
75093,Toyota of Plano,"1001 Preston Road, Plano, Texas 75093",http://www.toyotaofplano.com,Plano,TX,Collin County,NA,http://www.toyotaofplano.com/new-inventory/index.htm,NA
75110,Stewart Toyota,"3400 South Interstate 45, Corsicana, Texas 75110",http://www.stewarttoyota.com,Corsicana,TX,Navarro County,NA,http://www.stewarttoyota.com/new-inventory/index.htm,NA
75228,John Eagle Sport City Toyota,"12650 LBJ Freeway, Dallas, Texas 75228",http://www.sportcitytoyota.com,Dallas,TX,Dallas County,NA,http://www.sportcitytoyota.com/new-inventory/,NA
75228,Cowboy Toyota,"9525 E. RL Thornton Frwy, Dallas, Texas 75228",http://www.cowboytoyota.com,Dallas,TX,Dallas County,NA,http://www.cowboytoyota.com/new-inventory/,NA
